name,group,per_g,kcal,protein_g,fat_g,carbs_g,fiber_g,Fe_mg,Ca_mg,VitD_IU,B12_ug,Folate_ug,Iodine_ug,K_mg,Mg_mg,flags,price_per_unit,source,version_date
salmon_nuggets_cooked_as_purchased_unheated,other,100.0,0.0,12.0,10.4,0.0,0.0,1.46,9.0,0.0,0.0,0.22,0.0,161.0,20.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611728
fish_salmon_chinook_cooked_dry_heat,other,100.0,0.0,25.7,13.4,0.0,0.0,0.91,28.0,0.0,0.0,0.462,0.0,505.0,122.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611744
fish_salmon_chinook_smoked_lox_regular,other,100.0,0.0,18.3,4.32,0.0,0.0,0.85,11.0,0.0,0.0,0.278,0.0,175.0,18.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611761
fish_salmon_chum_cooked_dry_heat,other,100.0,0.0,25.8,4.83,0.0,0.0,0.71,14.0,0.0,0.0,0.462,0.0,550.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611777
fish_salmon_chum_dried_alaska_native,other,100.0,0.0,62.1,14.4,0.0,0.0,2.2,155.0,0.0,0.0,0.681,0.0,910.0,68.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611794
fish_salmon_chum_raw_alaska_native,other,100.0,0.0,20.7,3.67,0.0,0.0,0.56,7.0,0.0,0.0,0.189,0.0,370.0,26.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611811
fish_salmon_pink_canned_drained_solids,other,100.0,0.0,23.1,5.02,0.0,0.0,0.77,283.0,14.5,0.0,0.105,0.0,333.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611829
fish_salmon_pink_cooked_dry_heat,other,100.0,0.0,24.6,5.28,0.0,0.0,0.45,8.0,13.0,0.0,0.696,0.0,439.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611846
fish_salmon_sockeye_canned_drained_solids,other,100.0,0.0,23.6,7.39,0.0,0.0,0.65,232.0,21.0,0.0,0.119,0.0,314.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611862
fish_salmon_sockeye_cooked_dry_heat,other,100.0,0.0,26.5,5.57,0.0,0.0,0.52,11.0,16.7,0.0,0.827,0.0,436.0,36.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611879
fish_salmon_tipnuk_fermented_alaska_native,other,100.0,0.0,15.9,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611896
salmon_sockeye_canned_total_can_contents,other,100.0,0.0,20.6,7.17,0.0,0.0,0.57,198.0,19.0,0.0,0.33,0.0,329.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611913
fish_salmon_atlantic_farmed_cooked_dry_heat,other,100.0,0.0,22.1,12.4,0.0,0.0,0.34,15.0,13.1,0.0,0.647,0.0,384.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611929
fish_salmon_atlantic_wild_cooked_dry_heat,other,100.0,0.0,25.4,8.13,0.0,0.0,1.03,15.0,0.0,0.0,0.944,0.0,628.0,37.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611945
fish_salmon_chum_canned_drained_solids_with_bone,other,100.0,0.0,21.4,5.5,0.0,0.0,0.7,249.0,9.6,0.0,0.38,0.0,300.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611962
fish_salmon_coho_silver_raw_alaska_native,other,100.0,0.0,22.6,5.57,0.0,0.0,0.55,5.0,0.0,0.0,0.225,0.0,380.0,28.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611978
fish_salmon_coho_farmed_cooked_dry_heat,other,100.0,0.0,24.3,8.23,0.0,0.0,0.39,12.0,0.0,0.0,0.568,0.0,460.0,34.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.611995
fish_salmon_coho_wild_cooked_dry_heat,other,100.0,0.0,23.4,4.3,0.0,0.0,0.61,45.0,11.3,0.0,0.568,0.0,434.0,33.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612011
fish_salmon_coho_wild_cooked_moist_heat,other,100.0,0.0,27.4,7.5,0.0,0.0,0.71,46.0,0.0,0.0,0.556,0.0,455.0,35.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612027
fish_salmon_king_chinook_raw_alaska_native,other,100.0,0.0,20.2,11.7,0.0,0.0,0.79,42.0,0.0,0.0,0.271,0.0,370.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612044
fish_salmon_king_chinook_liver_alaska_native,other,100.0,0.0,16.6,8.0,0.0,0.0,2.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612061
fish_salmon_king_with_skin_kippered_alaska_native,other,100.0,0.0,23.2,13.0,0.0,0.0,0.55,55.0,1.2,0.0,0.378,0.0,390.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612077
fish_salmon_pink_canned_total_can_contents,other,100.0,0.0,19.7,4.97,0.0,0.0,0.64,215.0,13.7,0.0,0.3,0.0,344.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612093
fish_salmon_red_sockeye_kippered_alaska_native,other,100.0,0.0,24.5,4.75,0.0,0.0,0.49,54.0,2.0,0.0,0.287,0.0,400.0,31.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612109
fish_salmon_sockeye_red_raw_alaska_native,other,100.0,0.0,21.9,7.28,0.0,0.0,0.53,7.0,0.0,0.0,0.282,0.0,360.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612125
fish_salmon_king_chinook_kippered_canned_alaska_native,other,100.0,0.0,30.7,15.9,0.0,0.0,1.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612142
fish_salmon_king_chinook_smoked_and_canned_alaska_native,other,100.0,0.0,23.2,5.9,0.0,0.0,1.8,60.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612160
fish_salmon_king_chinook_smoked_brined_alaska_native,other,100.0,0.0,39.9,30.0,0.0,0.0,4.5,23.0,0.0,0.0,0.0,0.0,700.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612176
fish_salmon_red_sockeye_canned_smoked_alaska_native,other,100.0,0.0,35.2,7.26,0.0,0.0,1.5,69.0,0.0,0.0,0.182,0.0,470.0,39.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612193
fish_salmon_red_canned_bones_removed_alaska_native,other,100.0,0.0,27.3,5.76,0.0,0.0,1.9,28.0,0.0,0.0,0.103,0.0,370.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612209
salmon_red_sockeye_filets_with_skin_smoked_alaska_native,other,100.0,0.0,60.6,11.4,0.0,0.0,1.06,58.0,0.0,0.0,0.816,0.0,960.0,58.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612226
salmon_sockeye_canned_drained_solids_without_skin_and_bones,other,100.0,0.0,26.3,5.87,0.0,0.0,0.48,37.0,21.5,0.0,0.12,0.0,312.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612242
fish_salmon_chum_canned_without_salt_drained_solids_with_bone,other,100.0,0.0,21.4,5.5,0.0,0.0,0.7,249.0,0.0,0.0,0.38,0.0,300.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612258
fish_salmon_pink_canned_drained_solids_without_skin_and_bones,other,100.0,0.0,24.6,4.21,0.0,0.0,0.57,60.0,14.1,0.0,0.105,0.0,326.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612274
fish_salmon_pink_canned_without_salt_solids_with_bone_and_liquid,other,100.0,0.0,19.8,6.05,0.0,0.0,0.84,213.0,0.0,0.0,0.3,0.0,326.0,34.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612290
fish_salmon_sockeye_canned_without_salt_drained_solids_with_bone,other,100.0,0.0,20.5,7.31,0.0,0.0,1.06,239.0,0.0,0.0,0.3,0.0,377.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612306
spinach_baby,other,100.0,0.0,2.85,0.619,0.0,1.56,1.26,68.4,0.0,0.0,0.195,0.0,582.0,92.9,,0.0,MERGED(USDA),2025-09-04T23:25:50.612323
spinach_mature,other,100.0,0.0,2.91,0.604,0.0,1.59,1.05,66.6,0.0,0.0,0.214,6.09,460.0,93.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612339
spinach_souffle,other,100.0,0.0,7.89,13.0,0.0,0.7,1.19,165.0,0.8,0.0,0.098,0.0,231.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612355
spinach_raw,other,100.0,0.0,2.86,0.39,0.0,2.2,2.71,99.0,0.0,0.0,0.195,0.0,558.0,79.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612372
malabar_spinach_cooked,other,100.0,0.0,2.98,0.78,0.0,2.1,1.48,124.0,0.0,0.0,0.086,0.0,256.0,48.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612388
spaghetti_spinach_cooked,other,100.0,0.0,4.58,0.63,0.0,0.0,1.04,30.0,0.0,0.0,0.096,0.0,58.0,62.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612404
spaghetti_spinach_dry,other,100.0,0.0,13.4,1.57,0.0,10.6,2.13,58.0,0.0,0.0,0.323,0.0,376.0,174.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612420
mustard_spinach_tendergreen_raw,other,100.0,0.0,2.2,0.3,0.0,2.8,1.5,210.0,0.0,0.0,0.153,0.0,449.0,11.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612436
new_zealand_spinach_raw,other,100.0,0.0,1.5,0.2,0.0,1.5,0.8,58.0,0.0,0.0,0.304,0.0,130.0,39.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612454
babyfood_vegetables_spinach_creamed_strained,other,100.0,0.0,2.5,1.3,0.0,1.8,0.62,89.0,0.0,0.0,0.075,0.0,191.0,55.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612471
noodles_egg_spinach_enriched_cooked,other,100.0,0.0,5.04,1.57,0.0,2.3,1.09,19.0,0.1,0.0,0.114,0.0,37.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612488
noodles_egg_spinach_enriched_dry,other,100.0,0.0,14.6,4.55,0.0,6.8,4.2,56.0,0.0,0.0,0.412,0.0,355.0,82.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612505
pasta_fresh_refrigerated_spinach_as_purchased,other,100.0,0.0,11.3,2.1,0.0,0.0,3.3,43.0,0.0,0.0,0.315,0.0,272.0,63.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612522
pasta_fresh_refrigerated_spinach_cooked,other,100.0,0.0,5.06,0.94,0.0,0.0,1.11,18.0,0.0,0.0,0.113,0.0,37.0,24.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612539
spinach_cooked_boiled_drained_with_salt,other,100.0,0.0,2.97,0.26,0.0,2.4,3.57,136.0,0.0,0.0,0.242,0.0,466.0,87.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612555
spinach_canned_no_salt_added_solids_and_liquids,other,100.0,0.0,2.11,0.37,0.0,2.2,1.58,83.0,0.0,0.0,0.08,0.0,230.0,56.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612572
spinach_canned_regular_pack_drained_solids,other,100.0,0.0,2.81,0.5,0.0,2.4,2.3,127.0,0.0,0.0,0.1,0.0,346.0,76.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612588
spinach_canned_regular_pack_solids_and_liquids,other,100.0,0.0,2.11,0.37,0.0,1.6,1.58,83.0,0.0,0.0,0.08,0.0,230.0,56.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612605
spinach_cooked_boiled_drained_without_salt,other,100.0,0.0,2.97,0.26,0.0,2.4,3.57,136.0,0.0,0.0,0.242,0.0,466.0,87.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612621
mustard_spinach_tendergreen_cooked_boiled_drained_with_salt,other,100.0,0.0,1.7,0.2,0.0,2.0,0.8,158.0,0.0,0.0,0.097,0.0,285.0,7.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612637
new_zealand_spinach_cooked_boiled_drained_with_salt,other,100.0,0.0,1.3,0.17,0.0,1.4,0.66,48.0,0.0,0.0,0.237,0.0,102.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612653
mustard_spinach_tendergreen_cooked_boiled_drained_without_salt,other,100.0,0.0,1.7,0.2,0.0,2.0,0.8,158.0,0.0,0.0,0.097,0.0,285.0,7.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612670
new_zealand_spinach_cooked_boiled_drained_without_salt,other,100.0,0.0,1.3,0.17,0.0,1.4,0.66,48.0,0.0,0.0,0.237,0.0,102.0,32.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612686
spinach_frozen_chopped_or_leaf_cooked_boiled_drained_with_salt,other,100.0,0.0,4.01,0.87,0.0,3.7,1.96,153.0,0.0,0.0,0.136,0.0,302.0,82.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612703
spinach_frozen_chopped_or_leaf_cooked_boiled_drained_without_salt,other,100.0,0.0,4.01,0.87,0.0,3.7,1.96,153.0,0.0,0.0,0.136,0.0,302.0,82.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612720
spinach_frozen_chopped_or_leaf_unprepared_includes_foods_for_usdas_food_distribution_program,other,100.0,0.0,3.63,0.57,0.0,2.9,1.89,129.0,0.0,0.0,0.172,0.0,346.0,75.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612737
water_convolvulus_cooked_boiled_drained_with_salt,other,100.0,0.0,2.08,0.24,0.0,1.9,1.32,54.0,0.0,0.0,0.081,0.0,284.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612753
water_convolvulus_cooked_boiled_drained_without_salt,other,100.0,0.0,2.08,0.24,0.0,1.9,1.32,54.0,0.0,0.0,0.081,0.0,284.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612770
water_convolvulusraw,other,100.0,0.0,2.6,0.2,0.0,2.1,1.67,77.0,0.0,0.0,0.096,0.0,312.0,71.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612786
tofu_yogurt,other,100.0,0.0,3.5,1.8,0.0,0.2,1.06,118.0,0.0,0.0,0.02,0.0,47.0,40.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612811
tofu_fried,other,100.0,0.0,18.8,20.2,0.0,3.9,4.87,372.0,0.0,0.0,0.099,0.0,146.0,60.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612827
mayonnaise_made_with_tofu,other,100.0,0.0,5.95,31.8,0.0,1.1,0.27,53.0,0.0,0.0,0.02,0.0,66.0,52.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612844
tofu_dried_frozen_koyadofu,other,100.0,0.0,52.5,30.3,0.0,7.2,9.73,364.0,0.0,0.0,0.286,0.0,20.0,59.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612860
tofu_hard_prepared_with_nigari,other,100.0,0.0,12.7,9.99,0.0,0.6,2.75,345.0,0.0,0.0,0.039,0.0,146.0,53.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612877
tofu_salted_and_fermented_fuyu,other,100.0,0.0,8.92,8.0,0.0,0.0,1.98,46.0,0.0,0.0,0.091,0.0,75.0,52.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612894
house_foods_premium_firm_tofu,other,100.0,0.0,10.9,4.19,0.0,0.9,1.69,149.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612911
house_foods_premium_soft_tofu,other,100.0,0.0,6.38,2.71,0.0,0.8,1.53,78.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612928
mori_nu_tofu_silken_firm,other,100.0,0.0,6.9,2.7,0.0,0.1,1.03,32.0,0.0,0.0,0.011,0.0,194.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612944
mori_nu_tofu_silken_soft,other,100.0,0.0,4.8,2.7,0.0,0.1,0.82,31.0,0.0,0.0,0.011,0.0,180.0,29.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612961
tofu_extra_firm_prepared_with_nigari,other,100.0,0.0,9.98,5.26,0.0,1.0,2.04,282.0,0.0,0.0,0.083,0.0,130.0,35.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612977
tofu_fried_prepared_with_calcium_sulfate,other,100.0,0.0,18.8,20.2,0.0,3.9,4.87,961.0,0.0,0.0,0.099,0.0,146.0,95.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.612993
vitasoy_usa_azumaya_firm_tofu,other,100.0,0.0,9.08,4.2,0.0,0.6,1.3,180.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613010
vitasoy_usa_azumaya_silken_tofu,other,100.0,0.0,4.82,2.4,0.0,0.2,0.8,66.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613027
mori_nu_tofu_silken_extra_firm,other,100.0,0.0,7.4,1.9,0.0,0.1,1.19,31.0,0.0,0.0,0.011,0.0,154.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613044
mori_nu_tofu_silken_lite_firm,other,100.0,0.0,6.3,0.8,0.0,0.0,0.75,36.0,0.0,0.0,0.0,0.0,63.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613061
tofu_raw_firm_prepared_with_calcium_sulfate,other,100.0,0.0,17.3,8.72,0.0,2.3,2.66,683.0,0.0,0.0,0.092,0.0,237.0,58.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613077
tofu_raw_regular_prepared_with_calcium_sulfate,other,100.0,0.0,8.08,4.78,0.0,0.3,5.36,350.0,0.0,0.0,0.047,0.0,121.0,30.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613093
vitasoy_usa_azumaya_extra_firm_tofu,other,100.0,0.0,10.1,4.6,0.0,0.9,1.7,176.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613111
vitasoy_usa_nasoya_lite_silken_tofu,other,100.0,0.0,8.21,1.1,0.0,0.0,0.87,394.0,3.8,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613127
vitasoy_usa_organic_nasoya_soft_tofu,other,100.0,0.0,8.76,3.5,0.0,0.6,1.1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613144
vitasoy_usa_nasoya_lite_firm_tofu,other,100.0,0.0,8.3,1.7,0.0,0.6,1.6,184.0,3.9,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613161
vitasoy_usa_organic_nasoya_firm_tofu,other,100.0,0.0,8.9,4.4,0.0,0.8,1.2,125.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613178
vitasoy_usa_organic_nasoya_silken_tofu,other,100.0,0.0,4.8,2.5,0.0,0.3,0.9,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613195
mori_nu_tofu_silken_lite_extra_firm,other,100.0,0.0,7.0,0.7,0.0,0.0,0.79,43.0,0.0,0.0,0.0,0.0,57.0,10.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613212
tofu_dried_frozen_koyadofu_prepared_with_calcium_sulfate,other,100.0,0.0,52.4,30.3,0.0,1.2,9.73,2130.0,0.0,0.0,0.286,0.0,20.0,181.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613229
tofu_salted_and_fermented_fuyu_prepared_with_calcium_sulfate,other,100.0,0.0,8.15,8.0,0.0,0.0,1.98,1230.0,0.0,0.0,0.091,0.0,75.0,58.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613245
vitasoy_usa_organic_nasoya_tofu_plus_firm,other,100.0,0.0,9.19,3.4,0.0,0.8,1.3,237.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613262
vitasoy_usa_organic_nasoya_extra_firm_tofu,other,100.0,0.0,10.1,5.2,0.0,1.3,1.6,77.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613279
tofu_firm_prepared_with_calcium_sulfate_and_magnesium_chloride_nigari,other,100.0,0.0,9.04,4.17,0.0,0.9,1.61,201.0,0.0,0.0,0.071,0.0,148.0,37.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613295
tofu_soft_prepared_with_calcium_sulfate_and_magnesium_chloride_nigari,other,100.0,0.0,7.17,3.69,0.0,0.2,1.11,111.0,0.0,0.0,0.052,0.0,120.0,27.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613312
vitasoy_usa_organic_nasoya_tofu_plus_extra_firm,other,100.0,0.0,10.2,4.9,0.0,1.0,1.6,246.0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613329
vitasoy_usa_organic_nasoya_super_firm_cubed_tofu,other,100.0,0.0,12.4,6.3,0.0,2.0,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613345
vitasoy_usa_organic_nasoya_sprouted_tofu_plus_super_firm,other,100.0,0.0,13.2,5.9,0.0,1.2,1.7,239.0,2.5,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613362
lentils_dry,other,100.0,0.0,23.6,1.92,0.0,0.0,7.16,61.8,0.0,0.0,0.0,0.0,949.0,107.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613380
lentils_raw,other,100.0,0.0,24.6,1.06,0.0,10.7,6.51,35.0,0.0,0.0,0.54,0.0,677.0,47.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613397
lentils_sprouted_raw,other,100.0,0.0,8.96,0.55,0.0,0.0,3.21,25.0,0.0,0.0,0.19,0.0,322.0,37.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613414
lentils_pink_or_red_raw,other,100.0,0.0,23.9,2.17,0.0,10.8,7.39,48.0,0.0,0.0,0.403,0.0,668.0,59.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613431
smart_soup_french_lentil,other,100.0,0.0,2.9,1.06,0.0,2.9,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613449
lentils_mature_seeds_cooked_boiled_with_salt,other,100.0,0.0,9.02,0.38,0.0,7.9,3.33,19.0,0.0,0.0,0.178,0.0,369.0,36.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613466
lentils_sprouted_cooked_stir_fried_with_salt,other,100.0,0.0,8.8,0.45,0.0,0.0,3.1,14.0,0.0,0.0,0.164,0.0,284.0,35.0,,0.0,MERGED(USDA),2025-09-04T23:25:50.613483
